,date,y_pred,y,diff
218,2018-07-05,110919.88580487848,111661.77,741.884195121529
219,2018-07-06,110919.88460244668,107506.86000000002,3413.0246024466614
220,2018-07-07,110919.87860966988,106459.08000000002,4460.798609669859
221,2018-07-08,110919.86602329886,108733.52000000002,2186.3460232988436
222,2018-07-09,110919.80459448126,113552.12000000002,2632.3154055187624
223,2018-07-10,110919.83499701862,112581.20000000003,1661.3650029814016
224,2018-07-11,110919.80243915066,114318.43000000001,3398.627560849345
225,2018-07-12,110919.72176541557,114744.73000000001,3825.008234584442
226,2018-07-13,110919.75606891928,109498.33,1421.4260689192743
227,2018-07-14,110919.80785818526,108112.48000000001,2807.32785818525
228,2018-07-15,110919.66698971871,111610.29000000001,690.6230102812988
229,2018-07-16,110919.70226377709,111616.67000000001,696.9677362229268
230,2018-07-17,110919.78039038191,111673.11000000002,753.3296096181002
231,2018-07-18,110919.81441067309,112750.93000000001,1831.115589326917
232,2018-07-19,110919.80413455066,112081.74,1161.9358654493408
233,2018-07-20,110919.86220199817,105750.37,5169.492201998175
234,2018-07-21,110919.83458422338,106534.2,4385.634584223386
235,2018-07-22,110919.71387082076,109952.02,967.6938708207599
236,2018-07-23,110919.7800098495,109654.29000000001,1265.4900098494982
237,2018-07-24,110919.84944745105,109857.95000000001,1061.89944745104
238,2018-07-25,110919.83519478854,112652.98,1733.1448052114574
239,2018-07-26,110919.7892660386,112343.55,1423.7607339614042
240,2018-07-27,110919.83116043605,105244.21,5675.621160436043
241,2018-07-28,110919.70739582265,104619.3,6300.407395822651
242,2018-07-29,110919.39838200687,104619.3,6300.098382006865
243,2018-07-30,110919.09131028259,108622.27,2296.821310282583
244,2018-07-31,110919.2946761448,108040.98000000001,2878.314676144786
245,2018-08-01,110919.76581751011,106362.08000000002,4557.685817510093
246,2018-08-02,110919.65297964973,105453.08,5466.572979649733
247,2018-08-03,110919.34322411838,101764.06,9155.283224118379
248,2018-08-04,110918.76971464386,102131.16,8787.609714643855
249,2018-08-05,110917.8066365037,108121.89,2795.9166365036945
250,2018-08-06,110917.64614876454,109236.01999999999,1681.6261487645534
251,2018-08-07,110917.47436029305,110592.88999999998,324.58436029306904
252,2018-08-08,110918.54235853835,108621.08999999998,2297.452358538372
253,2018-08-09,110918.25042180973,108074.40999999997,2843.8404218097567
254,2018-08-10,110919.21975805015,101949.15999999999,8970.059758050164
255,2018-08-11,110919.63495691461,100295.02999999998,10624.604956914627
256,2018-08-12,110919.27834099311,107272.07999999999,3647.198340993127
257,2018-08-13,110919.0282098017,108173.59,2745.4382098017086
258,2018-08-14,110919.39484455864,108791.11,2128.2848445586424
259,2018-08-15,110918.7327946732,110325.41,593.3227946731931
260,2018-08-16,110918.89552092752,108965.27,1953.6255209275114
261,2018-08-17,110918.9745850248,103737.17000000001,7181.804585024787
262,2018-08-18,110918.90386169938,104468.84000000001,6450.063861699367
263,2018-08-19,110917.97293585201,110802.66000000002,115.31293585199455
264,2018-08-20,110918.54074788309,114121.50000000001,3202.959252116925
265,2018-08-21,110919.05275026032,115475.54999999999,4556.497249739667
266,2018-08-22,110918.99480287754,117571.65000000001,6652.655197122469
267,2018-08-23,110919.29092215071,116704.56000000001,5785.269077849298
268,2018-08-24,110919.48515161753,110440.0,479.48515161752584
269,2018-08-25,110919.2266277535,110853.07,66.15662775348756
270,2018-08-26,110918.53034070336,118292.06000000001,7373.529659296648
271,2018-08-27,110917.88227681954,125804.53000000003,14886.64772318049
272,2018-08-28,110915.36550539506,131783.98000000004,20868.614494604975
273,2018-08-29,110917.86680455951,132089.29,21171.423195440497
274,2018-08-30,110917.06941149772,133695.25,22778.180588502277
275,2018-08-31,110916.92820892899,128725.28,17808.351791071007
276,2018-09-01,110917.07549989288,132109.83,21192.754500107112
277,2018-09-02,110915.48564315983,138871.77,27956.28435684016
278,2018-09-03,110914.57691578296,144193.47,33278.89308421704
279,2018-09-04,110918.72784946997,141771.50999999998,30852.78215053001
280,2018-09-05,110918.05466736473,149244.52,38326.465332635256
281,2018-09-06,110917.56888963758,152429.66999999998,41512.101110362404
282,2018-09-07,110917.7787448093,147542.41,36624.6312551907
283,2018-09-08,110917.64109937746,149110.49,38192.84890062253
284,2018-09-09,110914.8648343767,156382.59,45467.7251656233
285,2018-09-10,110915.20595749107,160437.84000000003,49522.63404250896
286,2018-09-11,110918.62360066688,159739.57,48820.94639933313
287,2018-09-12,110918.48768272084,162604.47,51685.982317279166
288,2018-09-13,110918.74474356482,166307.40000000002,55388.6552564352
289,2018-09-14,110918.94504020204,161742.91000000003,50823.96495979799
290,2018-09-15,110918.93667659581,165555.24,54636.30332340418
291,2018-09-16,110918.12576435058,175522.69,64604.56423564942
292,2018-09-17,110918.7747995613,178040.13000000003,67121.35520043873
293,2018-09-18,110919.3876624077,179560.08000000002,68640.69233759232
294,2018-09-19,110919.84959499643,180566.79,69646.94040500358
295,2018-09-20,110919.88079417656,184900.19,73980.30920582345
296,2018-09-21,110919.90827290805,179194.97,68275.06172709195
297,2018-09-22,110919.89637046168,181488.61,70568.71362953831
298,2018-09-23,110919.86281397837,187292.00999999998,76372.14718602161
299,2018-09-24,110919.87077882943,190756.21,79836.33922117056
300,2018-09-25,110919.90028693038,189140.56999999998,78220.6697130696
301,2018-09-26,110919.79133772942,185725.76,74805.96866227059
302,2018-09-27,110919.55488372795,186378.16000000003,75458.60511627208
303,2018-09-28,110919.02698182216,179602.29,68683.26301817785
304,2018-09-29,110918.3162747221,181613.67,70695.3537252779
305,2018-09-30,110918.59912886511,190168.06,79249.46087113488
306,2018-10-01,110916.31488693823,190885.59,79969.27511306177
307,2018-10-02,110915.2714043605,191142.53,80227.2585956395
308,2018-10-03,110914.75451709707,196515.47,85600.71548290293
309,2018-10-04,110916.39666521516,200222.08,89305.68333478483
310,2018-10-05,110906.61872753988,189069.62000000002,78163.00127246014
311,2018-10-06,110899.4209474015,189834.43,78935.0090525985
312,2018-10-07,110899.97124395685,199209.50000000003,88309.52875604318
313,2018-10-08,110898.47542558856,203455.89,92557.41457441145
314,2018-10-09,110895.88238814507,208429.52000000002,97533.63761185495
315,2018-10-10,110896.6212509401,211260.17,100363.54874905992
316,2018-10-11,110889.61771441213,216058.2,105168.58228558788
317,2018-10-12,110888.75692721203,209376.52000000002,98487.76307278799
318,2018-10-13,110870.63807687601,209973.16,99102.52192312399
319,2018-10-14,110868.61030104304,223007.16,112138.54969895697
320,2018-10-15,110853.41385371664,226266.28,115412.86614628336
321,2018-10-16,110828.6267118092,226323.05999999997,115494.43328819078
322,2018-10-17,110829.62739043405,228824.21,117994.58260956594
323,2018-10-18,110790.37075135506,229745.21,118954.83924864493
324,2018-10-19,110795.57973993623,221417.24,110621.66026006376
325,2018-10-20,110759.65705291503,221106.92999999996,110347.27294708493
326,2018-10-21,110757.08621303986,232559.19,121802.10378696014
327,2018-10-22,110723.23901966079,238390.70999999996,127667.47098033917
328,2018-10-23,110741.34362267247,245270.89999999997,134529.55637732748
329,2018-10-24,110745.68614999285,248729.2,137983.51385000715
330,2018-10-25,110749.23122082684,252224.74999999997,141475.51877917314
331,2018-10-26,110750.9580730059,245833.65,135082.6919269941
332,2018-10-27,110744.16191185119,246850.38999999998,136106.2280881488
333,2018-10-28,110761.96004622916,261461.77000000002,150699.80995377086
334,2018-10-29,110751.4012966185,261782.65,151031.2487033815
335,2018-10-30,110776.05751869443,276484.84,165708.7824813056
336,2018-10-31,110835.21837260136,282025.12,171189.90162739862
337,2018-11-01,110906.65264460568,293296.66,182390.0073553943
338,2018-11-02,111048.21194121471,280346.45999999996,169298.24805878525
339,2018-11-03,111133.38407245307,288608.75999999995,177475.37592754688
340,2018-11-04,111081.34242947881,318269.52,207188.1775705212
341,2018-11-05,111182.03137705811,336777.05,225595.01862294186
342,2018-11-06,111449.92951335586,345230.36,233780.43048664412
343,2018-11-07,111818.420872718,358752.3,246933.879127282
344,2018-11-08,112451.49894710426,357379.66000000003,244928.16105289577
345,2018-11-09,112612.5605862017,346618.31,234005.7494137983
346,2018-11-10,113021.18465268638,339507.73,226486.5453473136
347,2018-11-11,112739.57420867811,348226.18,235486.6057913219
348,2018-11-12,113404.27641020528,347224.78,233820.50358979474
349,2018-11-13,115088.5653744227,338917.29000000004,223828.72462557734
350,2018-11-14,116903.09435885491,334010.8,217107.70564114506
351,2018-11-15,116907.33263639409,338708.30999999994,221800.97736360587
352,2018-11-16,117695.58695176763,328656.89999999997,210961.31304823235
353,2018-11-17,117508.72423501374,321504.32,203995.59576498627
354,2018-11-18,116630.52612986998,328482.80999999994,211852.28387012996
355,2018-11-19,116781.4099753731,328688.95999999996,211907.55002462686
356,2018-11-20,118542.2851272666,317885.73999999993,199343.45487273333
357,2018-11-21,120490.35368113105,308330.51,187840.15631886898
358,2018-11-22,122506.7015401051,295646.9199999999,173140.21845989482
359,2018-11-23,123746.85088070837,284438.04,160691.1891192916
360,2018-11-24,124276.01983377077,275119.13999999996,150843.1201662292
361,2018-11-25,122682.94423960563,275119.14,152436.1957603944
362,2018-11-26,122305.27059266662,267470.55,145165.27940733335
363,2018-11-27,126015.7362348798,252859.16999999998,126843.43376512018
364,2018-11-28,124835.14195227946,245073.47999999998,120238.33804772052
365,2018-11-29,129846.4389879564,221816.90000000002,91970.46101204363
366,2018-11-30,128650.24076792882,208251.53999999998,79601.29923207116
367,2018-12-01,129900.84633672204,189961.12,60060.273663277956
368,2018-12-02,122225.9789465741,189961.12,67735.14105342589
369,2018-12-03,124133.5979565178,178196.86000000002,54063.26204348222
370,2018-12-04,131326.05181701557,153813.24000000002,22487.18818298445
371,2018-12-05,132051.49149877625,133671.77,1620.2785012237437
372,2018-12-06,118692.54510982978,120930.32,2237.774890170229
373,2018-12-07,107792.98195049637,97905.4,9887.581950496373
374,2018-12-08,86920.80159161371,90520.86,3600.0584083862923
375,2018-12-09,76928.47571946043,97244.71,20316.234280539575
376,2018-12-10,82915.02593276075,97962.06000000003,15047.034067239278
377,2018-12-11,77625.00822925361,95798.40000000001,18173.3917707464
378,2018-12-12,67279.03279071183,93276.45000000001,25997.417209288178
379,2018-12-13,75018.95130683409,93883.56,18864.60869316591
380,2018-12-14,74227.15322481375,87971.84,13744.686775186245
381,2018-12-15,72358.96238718907,75103.34999999999,2744.387612810926
382,2018-12-16,73061.8237319995,83566.73999999999,10504.916268000496
383,2018-12-17,82701.08362979344,87220.91,4519.82637020656
384,2018-12-18,89366.5290907188,84316.82,5049.709090718796
385,2018-12-19,94533.72435601284,79886.62999999999,14647.09435601285
386,2018-12-20,99185.74648962816,84970.37,14215.376489628165
387,2018-12-21,102892.03196193403,81731.86,21160.17196193403
388,2018-12-22,104705.5429789675,84325.82,20379.72297896749
389,2018-12-23,105588.18816051277,90004.51000000001,15583.678160512762
390,2018-12-24,106909.08394418273,95925.63,10983.453944182722
391,2018-12-25,107939.77511408781,100620.07000000002,7319.705114087788
392,2018-12-26,108604.01532678452,106191.19,2412.825326784514
393,2018-12-27,109671.05871137942,109861.28,190.22128862058162
394,2018-12-28,110146.01568703566,109861.28,284.7356870356598
395,2018-12-29,110571.72608515061,112183.0,1611.2739148493856
396,2018-12-30,110676.00951193573,117495.72,6819.710488064273
397,2018-12-31,110812.64652738263,122617.82,11805.173472617375
398,2019-01-01,110907.20749645402,127608.34000000003,16701.132503546003
399,2019-01-02,110972.5168744302,127353.94000000003,16381.423125569825
400,2019-01-03,110980.65703306235,127335.71000000004,16355.052966937685
401,2019-01-04,110971.06632020556,121388.38000000003,10417.313679794475
402,2019-01-05,110951.86683674762,117100.90000000004,6149.033163252418
403,2019-01-06,110955.33762467676,122049.01000000001,11093.67237532325
404,2019-01-07,110928.29701061673,123255.58,12327.282989383268
405,2019-01-08,110898.99314497477,120004.18000000001,9105.18685502524
406,2019-01-09,110895.57441106107,118537.73,7642.155588938927
407,2019-01-10,110882.18831958856,115770.97,4888.781680411441
408,2019-01-11,110870.45320701865,110879.42000000001,8.966792981358594
409,2019-01-12,110864.39353628508,107405.16,3459.2335362850718
410,2019-01-13,110830.12990749536,111133.24,303.1100925046485
411,2019-01-14,110814.86455019022,113502.88000000002,2688.015449809798
412,2019-01-15,110819.32672677806,108741.52,2077.806726778057
413,2019-01-16,110831.68196230607,109819.68000000001,1012.0019623060653
414,2019-01-17,110833.3970331965,108537.61,2295.787033196495
415,2019-01-18,110837.54893058765,103966.69000000002,6870.858930587638
416,2019-01-19,110852.371987928,100954.35,9898.02198792799
417,2019-01-20,110843.52252870843,105442.1,5401.422528708426
418,2019-01-21,110853.08386273464,108085.68000000001,2767.403862734631
419,2019-01-22,110872.38226240006,108561.55,2310.8322624000575
420,2019-01-23,110885.6938755776,107479.05,3406.6438755776035
421,2019-01-24,110895.79030891943,105983.91999999998,4911.870308919446
422,2019-01-25,110903.25577947979,100412.8,10490.455779479787
423,2019-01-26,110910.44904431546,99174.34,11736.109044315468
424,2019-01-27,110910.47343635063,105460.04,5450.433436350635
425,2019-01-28,110911.80692754118,107935.35999999999,2976.4469275411975
426,2019-01-29,110915.34894980579,106089.7,4825.648949805793
427,2019-01-30,110917.43478778558,106041.47,4875.964787785575
428,2019-01-31,110918.3007588669,104027.12,6891.1807588669035
429,2019-02-01,110918.8904639935,100508.09999999998,10410.79046399353
430,2019-02-02,110918.97303953077,98070.82999999999,12848.143039530783
431,2019-02-03,110918.24137794969,106446.48,4471.76137794969
432,2019-02-04,110918.06198700306,110590.06999999999,327.9919870030717
433,2019-02-05,110919.09903737718,110170.72999999998,748.369037377197
434,2019-02-06,110919.39092320003,109028.22,1891.1709232000285
435,2019-02-07,110919.9166937917,109028.34999999999,1891.5666937917122
436,2019-02-08,110920.3878197985,105811.22,5109.167819798502
437,2019-02-09,110920.85663047129,103377.40000000001,7543.456630471279
438,2019-02-10,110920.8885479493,107177.24000000002,3743.648547949284
439,2019-02-11,110920.70082579284,110171.93000000002,748.770825792817
440,2019-02-12,110922.1642926207,109527.64000000001,1394.5242926206847
441,2019-02-13,110922.99178484839,112696.27000000002,1773.2782151516294
